https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1700092800000,2023-11-16 00:00:00,ADA/USDT,0.37715,0.40719,0.35855,0.36989,18662460.9676,48905919.0895,9972646.4281,26134825.1976,475648,0.38188
1700006400000,2023-11-15 00:00:00,ADA/USDT,0.35735,0.37891,0.35296,0.37702,19444626.7677,53197918.5278,10293637.7013,28160924.2719,491338,0.36563
1699920000000,2023-11-14 00:00:00,ADA/USDT,0.35613,0.37102,0.34179,0.35737,18336246.3709,50893180.739,9884920.4464,27431969.2341,449961,0.36035
1699833600000,2023-11-13 00:00:00,ADA/USDT,0.38281,0.38898,0.35401,0.35616,10498685.1598,27975306.6532,5452318.3282,14526102.9566,296068,0.37538
1699747200000,2023-11-12 00:00:00,ADA/USDT,0.38493,0.39207,0.37167,0.38282,17723290.7863,46283836.5939,9330068.5,24364658.499,473181,0.38295
1699660800000,2023-11-11 00:00:00,ADA/USDT,0.38575,0.39441,0.37034,0.38433,17042322.6921,44531891.0186,8975727.6544,23451108.1427,466754,0.38277
1699574400000,2023-11-10 00:00:00,ADA/USDT,0.36837,0.38818,0.35978,0.38551,17244577.5504,46161065.013,9137479.2072,24458719.5639,442193,0.37361
1699488000000,2023-11-09 00:00:00,ADA/USDT,0.35769,0.38635,0.34293,0.36804,15074061.8466,40999702.2421,7801786.8219,21219219.9954,388644,0.36779
1699401600000,2023-11-08 00:00:00,ADA/USDT,0.35121,0.36026,0.34863,0.35765,11814942.2894,33266103.3584,6079116.5047,17116832.8099,309914,0.35517
1699315200000,2023-11-07 00:00:00,ADA/USDT,0.36229,0.36573,0.33426,0.35139,11932172.0845,34074117.7601,6173330.6745,17630746.8303,319790,0.3503
1699228800000,2023-11-06 00:00:00,ADA/USDT,0.34178,0.37615,0.33805,0.36239,11259697.3139,31937824.3348,5889295.572,16703189.7051,279935,0.35277
1699142400000,2023-11-05 00:00:00,ADA/USDT,0.32779,0.34994,0.32604,0.34191,9496013.3281,28050129.2204,4985350.5156,14722768.8103,245940,0.33866
1699056000000,2023-11-04 00:00:00,ADA/USDT,0.32921,0.33051,0.32083,0.32792,9870460.5095,30312914.466,5140739.7016,15786904.1962,256776,0.32562
1698969600000,2023-11-03 00:00:00,ADA/USDT,0.3231,0.32933,0.31118,0.32907,14040120.5373,43898678.7611,7256147.111,22684213.0693,366341,0.31987
1698883200000,2023-11-02 00:00:00,ADA/USDT,0.30712,0.32966,0.29856,0.32301,14859157.8058,47677610.4726,7630005.9556,24476400.4807,403700,0.31182
1698796800000,2023-11-01 00:00:00,ADA/USDT,0.29309,0.30871,0.28498,0.30709,11819868.354,40446245.8002,6106590.7565,20896490.9321,301675,0.29235
1698710400000,2023-10-31 00:00:00,ADA/USDT,0.30306,0.30474,0.28556,0.2929,20849832.349,70685324.5244,11274373.6748,38216814.3872,530853,0.29501
1698624000000,2023-10-30 00:00:00,ADA/USDT,0.29575,0.30303,0.29448,0.30285,2799827.9661,9335348.8372,1506996.2577,5024084.7712,64545,0.29992
1698537600000,2023-10-29 00:00:00,ADA/USDT,0.29111,0.29861,0.28883,0.29543,2495174.1036,8476690.1495,1246155.1953,4234036.1882,57431,0.29437
1698451200000,2023-10-28 00:00:00,ADA/USDT,0.28974,0.29736,0.28867,0.29155,3469301.9665,11855028.6435,1753249.9218,5991403.6232,77134,0.29265
1698364800000,2023-10-27 00:00:00,ADA/USDT,0.28759,0.29247,0.28093,0.28964,4549952.491,15896876.0087,2235389.3601,7810549.6774,102677,0.28623
1698278400000,2023-10-26 00:00:00,ADA/USDT,0.28078,0.29708,0.27994,0.28726,5101766.5528,17710909.8922,2517123.0533,8738045.9159,116313,0.28811
1698192000000,2023-10-25 00:00:00,ADA/USDT,0.27927,0.28935,0.27641,0.28086,5231059.5097,18585477.89,2584722.1823,9182134.118,115650,0.28147
1698105600000,2023-10-24 00:00:00,ADA/USDT,0.28087,0.29391,0.27399,0.27934,5053679.2987,17919814.2963,2596512.3067,9206150.1225,115360,0.28207
1698019200000,2023-10-23 00:00:00,ADA/USDT,0.26394,0.281,0.26163,0.28047,4350914.9623,16313197.7224,2239479.4656,8396002.9332,97238,0.26676
1697932800000,2023-10-22 00:00:00,ADA/USDT,0.25872,0.26427,0.25606,0.26386,3195039.3038,12323941.5001,1634243.7726,6303786.6776,71535,0.25926
1697846400000,2023-10-21 00:00:00,ADA/USDT,0.25122,0.26261,0.24943,0.25851,3138380.5333,12317398.9489,1617985.8772,6350489.0605,71115,0.25485
1697760000000,2023-10-20 00:00:00,ADA/USDT,0.24709,0.25319,0.24544,0.25119,4096714.3531,16394129.3526,2128000.3483,8515687.1991,92009,0.2499
1697673600000,2023-10-19 00:00:00,ADA/USDT,0.24288,0.24703,0.24006,0.24703,2842138.8308,11682734.4165,1436859.041,5906680.8245,64329,0.24328
1697587200000,2023-10-18 00:00:00,ADA/USDT,0.24633,0.24818,0.24226,0.24292,3054012.7475,12442246.5732,1568727.8038,6391052.5181,71085,0.24546
1697500800000,2023-10-17 00:00:00,ADA/USDT,0.25122,0.25188,0.24481,0.24633,4278814.3597,17167041.5699,2214264.3803,8883894.1771,97615,0.24925
1697414400000,2023-10-16 00:00:00,ADA/USDT,0.24723,0.25843,0.24709,0.25114,3653341.6927,14542103.7348,1862861.7127,7414568.8605,86753,0.25123
1697328000000,2023-10-15 00:00:00,ADA/USDT,0.24693,0.24841,0.24519,0.24726,1403735.7381,5683388.9498,700279.0779,2835199.0943,33166,0.24699
1697241600000,2023-10-14 00:00:00,ADA/USDT,0.24591,0.24769,0.24484,0.24691,1809747.8926,7345849.3486,927137.8831,3763336.6169,42589,0.24636
1697155200000,2023-10-13 00:00:00,ADA/USDT,0.24586,0.24955,0.24481,0.24575,2142187.1507,8702035.837,1118359.841,4543281.1536,49142,0.24617
1697068800000,2023-10-12 00:00:00,ADA/USDT,0.24803,0.24803,0.24268,0.24595,2545375.0017,10375651.1323,1296063.98,5283412.1897,57297,0.24532
1696982400000,2023-10-11 00:00:00,ADA/USDT,0.24913,0.24953,0.24507,0.24788,2858642.6201,11565018.3401,1461100.8577,5911372.8815,65588,0.24718
1696896000000,2023-10-10 00:00:00,ADA/USDT,0.25104,0.25327,0.2469,0.24918,3713398.9356,14830939.2619,1889977.7944,7548327.5091,83149,0.25039
1696809600000,2023-10-09 00:00:00,ADA/USDT,0.25632,0.25863,0.24874,0.25127,4870966.5264,19200194.4724,2477893.0672,9768026.7737,110016,0.25372
1696723200000,2023-10-08 00:00:00,ADA/USDT,0.25869,0.25906,0.25531,0.25627,4548399.0686,17699466.2275,2326967.2343,9054989.5777,96978,0.25698
1696636800000,2023-10-07 00:00:00,ADA/USDT,0.26459,0.26571,0.25657,0.25871,6712026.8331,25743977.8365,3464528.998,13288976.1154,148515,0.26074
1696550400000,2023-10-06 00:00:00,ADA/USDT,0.26019,0.26654,0.26019,0.26456,7444096.98,28228896.3576,3847569.8097,14591018.6256,161556,0.26371
1696464000000,2023-10-05 00:00:00,ADA/USDT,0.25884,0.26373,0.25654,0.26013,7199551.1257,27701472.3103,3726206.5874,14337260.5273,159461,0.2599
1696377600000,2023-10-04 00:00:00,ADA/USDT,0.26094,0.26138,0.25286,0.25899,7583865.8796,29537839.7242,3936409.4515,15331414.0283,169113,0.25675
1696291200000,2023-10-03 00:00:00,ADA/USDT,0.25911,0.26456,0.25744,0.26101,9773312.5249,37371740.4111,5101406.6231,19507302.1681,208707,0.26152
1696204800000,2023-10-02 00:00:00,ADA/USDT,0.26619,0.26954,0.25801,0.25907,4082470.5998,15470942.7454,2184951.0552,8279869.4311,92176,0.26391
1696118400000,2023-10-01 00:00:00,ADA/USDT,0.2539,0.26759,0.25374,0.26601,2112664.5514,8159225.3856,1114764.1531,4305296.2726,46918,0.25897
1696032000000,2023-09-30 00:00:00,ADA/USDT,0.24934,0.2549,0.24888,0.25396,2392211.5554,9512288.7514,1256497.7634,4996300.3092,53879,0.25149
1695945600000,2023-09-29 00:00:00,ADA/USDT,0.24895,0.25592,0.24755,0.24931,3774586.1813,15035485.0154,2024225.22,8063233.6426,83007,0.25105
1695859200000,2023-09-28 00:00:00,ADA/USDT,0.24472,0.25062,0.24319,0.24896,4043698.0687,16394018.6409,2173102.5368,8810341.9281,88257,0.24667
1695772800000,2023-09-27 00:00:00,ADA/USDT,0.24516,0.24824,0.24265,0.24453,2941938.3884,12008326.2962,1545008.34,6307055.6573,65835,0.24499
1695686400000,2023-09-26 00:00:00,ADA/USDT,0.24578,0.24772,0.24325,0.24532,2282778.557,9297363.7862,1178030.4312,4797760.6882,50989,0.24553
1695600000000,2023-09-25 00:00:00,ADA/USDT,0.24247,0.24601,0.24079,0.24582,2641623.3737,10806564.5868,1390605.9577,5688569.1011,59512,0.24444
1695513600000,2023-09-24 00:00:00,ADA/USDT,0.24601,0.24624,0.24174,0.24284,1003457.4412,4094890.4157,531354.0074,2168354.6488,22149,0.24505
1695427200000,2023-09-23 00:00:00,ADA/USDT,0.24496,0.24677,0.24362,0.24608,1302855.6322,5309054.1755,702125.6281,2860997.1366,28747,0.2454
1695340800000,2023-09-22 00:00:00,ADA/USDT,0.24507,0.24647,0.24278,0.24491,1902606.1008,7770221.2885,976872.9822,3989382.6911,41825,0.24486
1695254400000,2023-09-21 00:00:00,ADA/USDT,0.25164,0.25314,0.24501,0.24513,2441514.9988,9820204.9789,1286396.4059,5174747.215,54255,0.24863
1695168000000,2023-09-20 00:00:00,ADA/USDT,0.25472,0.2565,0.25017,0.25167,2264774.1734,8941640.3284,1209377.9873,4774413.3698,51159,0.25329
1695081600000,2023-09-19 00:00:00,ADA/USDT,0.25138,0.2576,0.25077,0.25477,2378736.6569,9340339.7301,1242932.707,4880544.4842,52704,0.25468
1694995200000,2023-09-18 00:00:00,ADA/USDT,0.24715,0.25605,0.24443,0.25164,2680396.2408,10672994.1555,1373878.9932,5469907.4663,47535,0.25116
1694908800000,2023-09-17 00:00:00,ADA/USDT,0.2505,0.25135,0.24487,0.24729,2630922.1302,10574281.0098,1049875.817,4222009.8041,30241,0.24881
1694822400000,2023-09-16 00:00:00,ADA/USDT,0.25088,0.25383,0.24852,0.25053,3559580.5263,14202407.2544,2188648.5104,8731710.1887,45245,0.25063
1694736000000,2023-09-15 00:00:00,ADA/USDT,0.25141,0.25505,0.24531,0.25075,2759103.9431,11032380.7902,1493212.4997,5964353.6849,43154,0.25011
1694649600000,2023-09-14 00:00:00,ADA/USDT,0.2487,0.25239,0.24647,0.25132,3080522.2048,12359448.8386,1687173.5051,6771640.6124,60401,0.24925
1694563200000,2023-09-13 00:00:00,ADA/USDT,0.24557,0.24993,0.2436,0.24864,3816721.0538,15438461.2068,2092202.4589,8465743.801,72874,0.24723
1694476800000,2023-09-12 00:00:00,ADA/USDT,0.24205,0.2525,0.2406,0.24547,4490769.2839,18210253.7559,2455093.9219,9956748.6163,94920,0.24662
1694390400000,2023-09-11 00:00:00,ADA/USDT,0.24915,0.24967,0.23722,0.24201,3857982.8323,15841661.2232,2117386.8538,8692119.279,80269,0.24357
1694304000000,2023-09-10 00:00:00,ADA/USDT,0.25325,0.25325,0.24343,0.24907,2659887.0961,10678559.992,1402389.4192,5631994.2767,53574,0.24909
1694217600000,2023-09-09 00:00:00,ADA/USDT,0.25449,0.25592,0.25304,0.25323,3698593.3306,14535822.1373,1994397.9351,7838474.019,70056,0.25444
1694131200000,2023-09-08 00:00:00,ADA/USDT,0.25792,0.25944,0.25262,0.25436,5821163.8912,22784345.2623,3003247.0133,11755857.2596,122015,0.2555
1694044800000,2023-09-07 00:00:00,ADA/USDT,0.25783,0.25952,0.25292,0.25783,5588195.1815,21827964.5282,3010371.0413,11759508.2093,115844,0.25601
1693958400000,2023-09-06 00:00:00,ADA/USDT,0.25771,0.26017,0.25258,0.25775,5561438.0244,21649441.5252,2941529.0026,11449230.6986,113898,0.25689
1693872000000,2023-09-05 00:00:00,ADA/USDT,0.25605,0.25876,0.25394,0.25765,6655197.7886,25952936.2197,3345429.9925,13046246.701,139035,0.25643
1693785600000,2023-09-04 00:00:00,ADA/USDT,0.25577,0.25995,0.25329,0.25616,12136088.86,47344683.7917,6437375.0553,25113235.9273,266090,0.25633
1693699200000,2023-09-03 00:00:00,ADA/USDT,0.25624,0.25703,0.25319,0.25576,11553116.1006,45294358.4061,6140488.645,24076025.1885,244218,0.25506
1693612800000,2023-09-02 00:00:00,ADA/USDT,0.25489,0.25745,0.25357,0.25626,14765434.3073,57761994.1103,7799053.6912,30510173.0776,311010,0.25562
1693526400000,2023-09-01 00:00:00,ADA/USDT,0.25537,0.25879,0.2517,0.25504,18822493.9617,73486620.8815,9981145.2712,38967974.1277,413568,0.25614
1693440000000,2023-08-31 00:00:00,ADA/USDT,0.26557,0.26652,0.25018,0.25534,21094159.017,80773738.5448,11253739.7528,43092804.9115,478039,0.26122
1693353600000,2023-08-30 00:00:00,ADA/USDT,0.27265,0.27292,0.26047,0.26554,23645249.8806,89224467.5763,12694085.3592,47903253.717,527636,0.26502
1693267200000,2023-08-29 00:00:00,ADA/USDT,0.26751,0.27943,0.26033,0.27265,12261563.3703,45765745.772,6481074.6,24197291.9164,305521,0.26804
1693180800000,2023-08-28 00:00:00,ADA/USDT,0.26337,0.26776,0.25816,0.26748,14067493.8784,53510035.0118,7605675.48,28927746.1313,349325,0.26292
1693094400000,2023-08-27 00:00:00,ADA/USDT,0.26105,0.265,0.25998,0.26341,15281272.6867,58111493.9993,8142804.2179,30965508.4724,480687,0.26296
1693008000000,2023-08-26 00:00:00,ADA/USDT,0.26115,0.26182,0.25804,0.26099,6715083.9023,25816095.9422,3626314.6998,13941320.4826,470228,0.26011
1692921600000,2023-08-25 00:00:00,ADA/USDT,0.2659,0.27066,0.25918,0.26117,6627771.1609,25275862.961,3516994.9141,13411482.6159,476942,0.26223
1692835200000,2023-08-24 00:00:00,ADA/USDT,0.26823,0.27152,0.26232,0.26598,7038276.209,26373231.1771,3799350.2368,14236971.968,499263,0.26688
1692748800000,2023-08-23 00:00:00,ADA/USDT,0.25864,0.27001,0.25802,0.26827,7059208.4481,26916426.4673,3747688.656,14288339.5817,500244,0.26231
1692662400000,2023-08-22 00:00:00,ADA/USDT,0.26286,0.26332,0.25037,0.2586,7393146.7941,28584569.6841,3986449.0795,15414017.7246,509893,0.25867
1692576000000,2023-08-21 00:00:00,ADA/USDT,0.27032,0.27268,0.25857,0.26287,6851038.2977,25678058.7423,3749193.5736,14050211.1898,624693,0.26683
1692489600000,2023-08-20 00:00:00,ADA/USDT,0.26891,0.27295,0.26464,0.27031,22724318.0492,84870186.4448,12635615.5319,47190435.8758,1091026,0.26776
1692403200000,2023-08-19 00:00:00,ADA/USDT,0.26376,0.27001,0.26036,0.269,25239450.9863,94988001.3939,14052805.3317,52882335.1765,874195,0.26573
1692316800000,2023-08-18 00:00:00,ADA/USDT,0.25516,0.26728,0.25451,0.26375,17007594.692,64750285.4466,9518872.3506,36238324.0369,711845,0.26269
1692230400000,2023-08-17 00:00:00,ADA/USDT,0.27471,0.27852,0.24123,0.25528,11435553.298,42011273.2693,6369958.7148,23392472.9736,653284,0.2724
1692144000000,2023-08-16 00:00:00,ADA/USDT,0.28195,0.28309,0.26613,0.27468,8847714.0715,31942267.8828,4943402.9635,17846672.3691,508276,0.27703
1692057600000,2023-08-15 00:00:00,ADA/USDT,0.29062,0.29122,0.27687,0.28203,11440471.6524,39670744.3054,6435857.0609,22316599.4462,529504,0.28841
1691971200000,2023-08-14 00:00:00,ADA/USDT,0.28935,0.29275,0.28727,0.29071,16724968.2826,57573471.4932,9373679.8923,32266963.3676,567477,0.2905
1691884800000,2023-08-13 00:00:00,ADA/USDT,0.29184,0.29361,0.28715,0.28954,16052123.077,55129662.2223,9020974.1967,30981597.8912,594479,0.29117
1691798400000,2023-08-12 00:00:00,ADA/USDT,0.29329,0.29468,0.29076,0.29195,16175338.1097,55171408.9119,9074499.7114,30952264.7626,611022,0.29318
1691712000000,2023-08-11 00:00:00,ADA/USDT,0.2964,0.29762,0.29251,0.29322,15419379.727,52192913.9822,8442073.5298,28577263.4507,580722,0.29543
1691625600000,2023-08-10 00:00:00,ADA/USDT,0.30135,0.30176,0.29581,0.29635,16069730.4983,53865581.0181,8758526.2655,29357589.9713,622075,0.29833
1691539200000,2023-08-09 00:00:00,ADA/USDT,0.2974,0.30224,0.2961,0.30126,15147005.5638,50692209.578,8353364.0521,27955927.011,604543,0.2988
1691452800000,2023-08-08 00:00:00,ADA/USDT,0.29091,0.30251,0.28961,0.29739,15857579.2334,53826160.5968,8702853.641,29541091.7624,609972,0.29465
1691366400000,2023-08-07 00:00:00,ADA/USDT,0.29228,0.29619,0.28223,0.29108,15636314.9851,53611432.7965,8617290.638,29546611.205,628612,0.29168
1691280000000,2023-08-06 00:00:00,ADA/USDT,0.29383,0.29601,0.29053,0.29227,17482144.027,59465528.1828,9501617.6369,32320183.2428,616112,0.29399
1691193600000,2023-08-05 00:00:00,ADA/USDT,0.29366,0.29427,0.29011,0.29389,26483541.8938,90651941.1235,14457884.1609,49489361.2128,614731,0.29214
1691107200000,2023-08-04 00:00:00,ADA/USDT,0.2922,0.29707,0.29048,0.29357,20891739.137,71109051.8383,11339192.5144,38594648.0282,622165,0.2938
1691020800000,2023-08-03 00:00:00,ADA/USDT,0.29918,0.30147,0.28924,0.29221,56544609.407,190931448.1907,30715129.3713,103718961.9271,593011,0.29616
1690934400000,2023-08-02 00:00:00,ADA/USDT,0.31023,0.31185,0.29848,0.29935,2199799.0869,7286631.0945,1191103.0369,3945534.8194,38612,0.3019
1690848000000,2023-08-01 00:00:00,ADA/USDT,0.30682,0.31012,0.2966,0.31005,5326889.1645,17439441.321,2811466.4594,9204430.2416,154213,0.30545
1690761600000,2023-07-31 00:00:00,ADA/USDT,0.31562,0.31853,0.30641,0.30699,638465.5227,2038208.2874,285782.528,911831.9626,43879,0.31326
1690675200000,2023-07-30 00:00:00,ADA/USDT,0.31287,0.31827,0.30558,0.31579,1265056.2143,4029870.9969,654464.2976,2084704.8752,183435,0.31393
1690588800000,2023-07-29 00:00:00,ADA/USDT,0.30971,0.31464,0.30872,0.31287,941807.548,3024904.3646,488218.7231,1568016.1822,132525,0.31135
1690502400000,2023-07-28 00:00:00,ADA/USDT,0.30758,0.31289,0.30614,0.30989,1283452.9322,4137286.8069,673254.722,2170338.0825,184437,0.31022
1690416000000,2023-07-27 00:00:00,ADA/USDT,0.30672,0.31328,0.30523,0.3079,1626493.7529,5260730.158,852621.9616,2757778.7495,233810,0.30918
1690329600000,2023-07-26 00:00:00,ADA/USDT,0.30354,0.31078,0.30003,0.30682,2192885.5354,7218574.0918,1154120.774,3799188.8544,291231,0.30379
1690243200000,2023-07-25 00:00:00,ADA/USDT,0.30521,0.30796,0.30152,0.30367,2176688.5909,7159237.2519,1092869.5378,3594834.5463,247080,0.30404
1690156800000,2023-07-24 00:00:00,ADA/USDT,0.31702,0.31895,0.30042,0.30523,1936479.1013,6285060.9725,1020866.85,3313791.8383,265903,0.30817
1690070400000,2023-07-23 00:00:00,ADA/USDT,0.31002,0.31899,0.30712,0.31702,2291307.7207,7278500.3038,1204009.6004,3824660.6977,251665,0.31481
1689984000000,2023-07-22 00:00:00,ADA/USDT,0.31256,0.31499,0.30614,0.31007,1839934.2894,5892010.3569,931527.3769,2983161.8397,196871,0.31228
1689897600000,2023-07-21 00:00:00,ADA/USDT,0.3159,0.31837,0.31043,0.31278,2755845.6148,8766118.0483,1411275.2435,4489562.3103,274396,0.31438
1689811200000,2023-07-20 00:00:00,ADA/USDT,0.32235,0.33246,0.31342,0.31617,2935803.4268,9097314.6905,1509169.3974,4675463.5424,323443,0.32278
1689724800000,2023-07-19 00:00:00,ADA/USDT,0.3091,0.32604,0.307,0.32258,2678846.5333,8438959.935,1370770.2304,4318467.529,291769,0.31749
1689638400000,2023-07-18 00:00:00,ADA/USDT,0.31189,0.31422,0.30019,0.30923,2023396.9418,6605785.0835,1050546.3286,3430009.4506,258618,0.30632
1689552000000,2023-07-17 00:00:00,ADA/USDT,0.31443,0.31959,0.30592,0.31202,2022617.1423,6439240.5935,1043246.0425,3321445.3451,257995,0.31413
1689465600000,2023-07-16 00:00:00,ADA/USDT,0.32603,0.3278,0.31241,0.31458,1776469.0396,5550642.0303,913252.3082,2853574.3994,230245,0.32006
1689379200000,2023-07-15 00:00:00,ADA/USDT,0.32728,0.33696,0.32364,0.32603,752645.6145,2282095.9124,383866.7981,1164121.1355,135057,0.32983
1689292800000,2023-07-14 00:00:00,ADA/USDT,0.35652,0.3777,0.304,0.3274,873344.5961,2541367.1885,410416.4798,1193459.8345,97314,0.34426
1689206400000,2023-07-13 00:00:00,ADA/USDT,0.28863,0.36156,0.28563,0.35562,1018860.1967,3363683.0756,524678.3816,1724027.2067,88828,0.30473
1689120000000,2023-07-12 00:00:00,ADA/USDT,0.29284,0.2953,0.28515,0.28906,875568.2077,3009144.2638,425850.8674,1463452.533,101317,0.29099
1689033600000,2023-07-11 00:00:00,ADA/USDT,0.28785,0.29407,0.2874,0.29268,914079.7196,3144430.9922,455524.3066,1567090.13,92914,0.2907
1688947200000,2023-07-10 00:00:00,ADA/USDT,0.28437,0.29248,0.27853,0.28775,874803.8538,3056555.1487,461057.9786,1610955.5391,103397,0.28623
1688860800000,2023-07-09 00:00:00,ADA/USDT,0.29068,0.29162,0.28309,0.28443,773152.2281,2700776.531,376716.4439,1315845.1423,86348,0.28628
1688774400000,2023-07-08 00:00:00,ADA/USDT,0.28447,0.29308,0.28166,0.29067,855097.819,2981563.6495,434948.0617,1516991.5747,90016,0.28681
1688688000000,2023-07-07 00:00:00,ADA/USDT,0.27851,0.28541,0.27672,0.28447,538096.1704,1902225.0171,279509.3688,988101.4831,52995,0.28288
1688601600000,2023-07-06 00:00:00,ADA/USDT,0.28321,0.29288,0.27642,0.2785,215673.337,759739.4932,110464.7565,389199.4704,16438,0.28392
1688515200000,2023-07-05 00:00:00,ADA/USDT,0.2922,0.29575,0.28015,0.28439,465150.1606,1611501.2453,247021.2924,855050.0613,45359,0.28872
1688428800000,2023-07-04 00:00:00,ADA/USDT,0.29636,0.30118,0.29,0.29236,655544.2594,2215779.9358,320288.3569,1083022.5958,68954,0.29586
1688342400000,2023-07-03 00:00:00,ADA/USDT,0.29147,0.29938,0.29023,0.29645,636674.0452,2160785.6423,317554.8865,1077381.7104,108488,0.29466
1688256000000,2023-07-02 00:00:00,ADA/USDT,0.29201,0.29329,0.28526,0.2917,725149.054,2503269.4823,357056.3483,1232442.6156,105202,0.28968
1688169600000,2023-07-01 00:00:00,ADA/USDT,0.28676,0.29337,0.28162,0.29196,724343.3199,2515883.5486,355060.4024,1233410.6065,91886,0.28792
1688083200000,2023-06-30 00:00:00,ADA/USDT,0.2752,0.29953,0.26668,0.28672,635984.2256,2229380.6518,323450.3034,1134318.2401,107901,0.28541
1687996800000,2023-06-29 00:00:00,ADA/USDT,0.26685,0.27798,0.26649,0.2754,838224.8057,3070740.8845,427518.923,1566520.205,97355,0.27299
1687910400000,2023-06-28 00:00:00,ADA/USDT,0.28666,0.28674,0.26003,0.26681,885692.4731,3219972.7945,423856.8798,1540876.9136,69687,0.27512
1687824000000,2023-06-27 00:00:00,ADA/USDT,0.28074,0.28949,0.28,0.28678,1163328.0985,4105816.0738,594845.3815,2099461.3184,73295,0.28335
1687737600000,2023-06-26 00:00:00,ADA/USDT,0.29203,0.29222,0.28,0.28074,821122.0023,2879486.3905,365581.3424,1280052.8234,41235,0.28522
1687651200000,2023-06-25 00:00:00,ADA/USDT,0.2894,0.30462,0.28852,0.29207,578746.8088,1966831.9535,299101.2141,1016409.2647,41278,0.29427
1687564800000,2023-06-24 00:00:00,ADA/USDT,0.29678,0.29748,0.285,0.28931,681839.0537,2328611.5437,334855.8999,1143583.2406,45234,0.29283
1687478400000,2023-06-23 00:00:00,ADA/USDT,0.28989,0.30253,0.28699,0.29679,546150.497,1856455.8364,271449.9609,922621.0434,48654,0.29422
1687392000000,2023-06-22 00:00:00,ADA/USDT,0.28606,0.30476,0.28554,0.28978,648289.292,2194405.8826,315211.9798,1067181.8729,38421,0.29549
1687305600000,2023-06-21 00:00:00,ADA/USDT,0.27052,0.28831,0.26872,0.28612,598202.6546,2133028.8705,288294.4163,1028407.1242,41494,0.28049
1687219200000,2023-06-20 00:00:00,ADA/USDT,0.26335,0.27064,0.25286,0.27044,520024.077,1990927.5784,255473.8132,978116.7525,48370,0.26124
1687132800000,2023-06-19 00:00:00,ADA/USDT,0.26121,0.26573,0.2573,0.26338,694264.6131,2660577.4031,316650.8422,1213497.1919,31776,0.26095
1687046400000,2023-06-18 00:00:00,ADA/USDT,0.26729,0.26973,0.26,0.2615,813767.118,3047546.9015,403204.3215,1510153.5187,31689,0.26703
1686960000000,2023-06-17 00:00:00,ADA/USDT,0.26383,0.27496,0.26155,0.26727,849348.4301,3181869.1309,399907.8193,1498389.6783,28304,0.26696
1686873600000,2023-06-16 00:00:00,ADA/USDT,0.26254,0.26825,0.25544,0.26382,657993.9496,2511158.7391,314698.8057,1201253.3168,34084,0.26205
1686787200000,2023-06-15 00:00:00,ADA/USDT,0.26347,0.26619,0.25358,0.2624,708884.1933,2723319.3073,342148.3435,1313964.9739,29979,0.26033
1686700800000,2023-06-14 00:00:00,ADA/USDT,0.27493,0.278,0.25764,0.26352,598988.6243,2195870.2873,301532.7441,1105871.5207,30955,0.27285
1686614400000,2023-06-13 00:00:00,ADA/USDT,0.27499,0.28789,0.27,0.27547,545534.7046,1972662.5836,276486.9882,999611.7333,19373,0.27659
1686528000000,2023-06-12 00:00:00,ADA/USDT,0.27275,0.28618,0.26623,0.27472,644093.0229,2341708.8911,328436.685,1194331.0638,30717,0.27512
1686441600000,2023-06-11 00:00:00,ADA/USDT,0.27502,0.28091,0.25869,0.27248,583584.8726,2164265.5282,280699.6357,1041593.2242,28592,0.26971
1686355200000,2023-06-10 00:00:00,ADA/USDT,0.29422,0.29491,0.22225,0.27489,544209.0092,2108591.6382,224314.2709,867984.2436,23740,0.25914
1686268800000,2023-06-09 00:00:00,ADA/USDT,0.32275,0.32386,0.29065,0.2949,679808.1056,2176730.1725,355449.1496,1137239.9922,26902,0.31252
1686182400000,2023-06-08 00:00:00,ADA/USDT,0.32193,0.33043,0.32011,0.32282,815267.4897,2509513.5531,410813.2527,1264532.3705,18974,0.32488
1686096000000,2023-06-07 00:00:00,ADA/USDT,0.3538,0.3538,0.31877,0.3223,959899.3803,2849524.7695,470477.2547,1398040.4004,13920,0.33716
1686009600000,2023-06-06 00:00:00,ADA/USDT,0.35141,0.35718,0.33834,0.35386,1061602.8688,3013323.9796,541727.1853,1537131.8422,16918,0.35231
1685923200000,2023-06-05 00:00:00,ADA/USDT,0.37721,0.37899,0.34871,0.352,531309.5931,1458104.3425,253429.7909,694265.0103,20391,0.36473
1685836800000,2023-06-04 00:00:00,ADA/USDT,0.37584,0.38175,0.37462,0.37742,620765.6713,1633417.1902,309411.5152,814102.1109,18738,0.38004
1685750400000,2023-06-03 00:00:00,ADA/USDT,0.3782,0.37821,0.37331,0.37583,537551.0627,1429315.1197,272919.9896,725733.6587,14785,0.37609
1685664000000,2023-06-02 00:00:00,ADA/USDT,0.36441,0.37922,0.36252,0.37825,623245.2458,1665375.7887,324062.0125,866005.6002,17497,0.37426
1685577600000,2023-06-01 00:00:00,ADA/USDT,0.37399,0.37536,0.36069,0.36457,646209.3416,1769034.9164,324917.3868,889572.9083,22326,0.36531
1685491200000,2023-05-31 00:00:00,ADA/USDT,0.3774,0.38073,0.37042,0.37418,418910.6495,1116363.6625,212269.9835,565472.2217,1347,0.37525
